title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,day,month,year
"M 7.1 - 112 km WSW of Lata, Solomon Islands",7.1,0,5,green,0,776,us,550,0.0,18.4,mww,10.0,-11.18,164.88,"Lata, Solomon Islands",Oceania,Solomon Islands,6,2,2013
"M 8.0 - 75 km W of Lata, Solomon Islands",8.0,8,7,green,1,993,us,460,0.0,20.9,mww,24.0,-10.8,165.11,"Lata, Solomon Islands",Oceania,Solomon Islands,6,2,2013
"M 6.9 - 18 km SSW of Obihiro, Japan",6.9,6,7,yellow,0,814,us,686,0.0,28.0,mww,107.0,42.77,143.09,"Obihiro, Japan",Asia,Japan,2,2,2013
"M 6.8 - 54 km N of Vallenar, Chile",6.8,6,7,green,0,771,us,596,0.0,19.3,mww,45.0,-28.09,-70.65,"Vallenar, Chile",South America,Chile,30,1,2013
"M 7.5 - 110 km SW of Edna Bay, Alaska",7.5,6,6,,0,1425,ak,0,0.0,0.0,mw,8.7,55.23,-134.86,"Edna Bay, Alaska",North America,United States,5,1,2013
"M 6.7 - 59 km SSW of Sola, Vanuatu",6.7,0,4,,0,691,us,521,0.0,13.7,mww,200.7,-14.34,167.29,"Sola, Vanuatu",Oceania,Vanuatu,21,12,2012
M 7.1 - Banda Sea,7.1,5,5,,0,843,us,517,0.0,8.7,mww,155.0,-6.53,129.82,Banda Sea,Asia,Indonesia,10,12,2012
"M 7.3 - 234 km SE of ?funato, Japan",7.3,6,5,,0,1014,us,918,0.0,14.8,mww,31.0,37.89,143.95,"?funato, Japan",Asia,Japan,7,12,2012
"M 6.5 - 32 km SW of Champerico, Guatemala",6.5,4,5,,0,708,us,598,0.0,57.3,mww,20.0,14.13,-92.16,"Champerico, Guatemala",North America,Guatemala,11,11,2012
"M 6.8 - 51 km NNE of Shwebo, Myanmar",6.8,7,6,,0,795,us,391,0.0,13.7,mww,13.7,23.0,95.88,"Shwebo, Myanmar",Asia,Myanmar,11,11,2012
"M 7.4 - 33 km S of Champerico, Guatemala",7.4,8,7,yellow,0,1455,us,751,0.0,25.5,mww,24.0,13.99,-91.9,"Champerico, Guatemala",North America,Guatemala,7,11,2012
"M 7.8 - 206 km SW of Prince Rupert, Canada",7.8,8,7,,0,1726,us,807,0.0,42.7,mww,14.0,52.79,-132.1,"Prince Rupert, Canada",North America,Canada,28,10,2012
M 6.5 - Costa Rica,6.5,6,6,,0,745,us,691,0.0,34.4,mww,17.0,10.09,-85.3,Costa Rica,North America,Costa Rica,24,10,2012
"M 6.6 - 163 km ENE of Tual, Indonesia",6.6,3,5,,0,675,us,291,0.0,17.7,mww,13.0,-4.89,134.03,"Tual, Indonesia",Asia,Indonesia,12,10,2012
"M 7.3 - 11 km WNW of San Agustín, Colombia",7.3,7,6,,0,1221,us,934,0.0,15.5,mww,170.0,1.93,-76.36,"San Agustín, Colombia",South America,Colombia,30,9,2012
"M 7.6 - 11 km ENE of Hojancha, Costa Rica",7.6,8,7,,0,1555,us,703,0.0,34.3,mww,35.0,10.09,-85.32,"Hojancha, Costa Rica",North America,Costa Rica,5,9,2012
"M 7.6 - 89 km E of Sulangan, Philippines",7.6,8,5,,0,1115,us,682,0.0,10.2,mww,28.0,10.81,126.64,"Sulangan, Philippines",Asia,Philippines,31,8,2012
"M 7.3 - 126 km S of Puerto El Triunfo, El Salvador",7.3,5,5,,0,994,us,417,0.0,37.0,mww,28.0,12.14,-88.59,"Puerto El Triunfo, El Salvador",North America,El Salvador,27,8,2012
"M 6.6 - 140 km WNW of Tobelo, Indonesia",6.6,4,5,,0,678,us,497,0.0,14.6,mww,91.1,2.19,126.84,"Tobelo, Indonesia",Asia,Indonesia,26,8,2012
"M 7.7 - 156 km ENE of Poronaysk, Russia",7.7,7,4,,0,941,us,862,0.0,13.8,mww,583.2,49.8,145.06,"Poronaysk, Russia",Europe,Russian Federation,14,8,2012
"M 6.5 - 105 km ESE of Kokopo, Papua New Guinea",6.5,5,6,,0,653,us,576,0.0,11.7,mww,41.0,-4.65,153.17,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,28,7,2012
"M 6.6 - 76 km W of Neiafu, Tonga",6.6,4,5,,0,675,us,529,0.0,15.7,mww,134.7,-18.68,-174.7,"Neiafu, Tonga",Oceania,Tonga,28,4,2012
"M 6.7 - 86 km SSE of Manokwari, Indonesia",6.7,0,7,,0,691,us,370,0.0,15.4,mww,16.0,-1.62,134.28,"Manokwari, Indonesia",Asia,Indonesia,21,4,2012
"M 6.8 - 140 km N of Lae, Papua New Guinea",6.8,6,5,,0,732,us,597,0.0,12.6,mww,198.0,-5.46,147.12,"Lae, Papua New Guinea",Oceania,Papua New Guinea,17,4,2012
"M 6.7 - 22 km NW of Hacienda La Calera, Chile",6.7,0,7,,0,691,us,518,0.0,26.9,mww,29.0,-32.62,-71.36,"Hacienda La Calera, Chile",South America,Chile,17,4,2012
"M 7.0 - 69 km ENE of San Luis, Mexico",7.0,7,7,,0,1000,us,474,0.0,95.9,mww,13.0,28.7,-113.1,"San Luis, Mexico",North America,Mexico,12,4,2012
"M 6.5 - 41 km NW of El Habillal, Mexico",6.5,7,6,,0,1171,us,599,0.0,54.1,mwb,20.0,18.23,-102.69,"El Habillal, Mexico",North America,Mexico,11,4,2012
"M 7.1 - 23 km NE of Constitución, Chile",7.1,7,7,,0,1496,us,553,0.0,15.2,mww,40.7,-35.2,-72.22,"Constitución, Chile",South America,Chile,25,3,2012
"M 6.6 - 11 km ENE of Kainantu, Papua New Guinea",6.6,6,6,,0,709,us,640,0.0,10.1,mww,118.0,-6.24,145.96,"Kainantu, Papua New Guinea",Oceania,Papua New Guinea,21,3,2012
"M 7.4 - 6 km E of Santiago Llano Grande, Mexico",7.4,9,8,,0,1752,us,672,0.0,37.9,mww,20.0,16.49,-98.23,"Santiago Llano Grande, Mexico",North America,Mexico,20,3,2012
"M 6.7 - 38 km NE of Saryg-Sep, Russia",6.7,7,7,,0,833,us,596,0.0,13.4,mww,12.0,51.71,95.99,"Saryg-Sep, Russia",Asia,Russian Federation,26,2,2012
"M 6.7 - 2 km NNE of Jimalalud, Philippines",6.7,9,7,,0,1551,us,572,0.0,11.1,mww,11.0,10.0,123.21,"Jimalalud, Philippines",Asia,Philippines,6,2,2012
"M 7.1 - 125 km W of Port-Vila, Vanuatu",7.1,5,5,,0,793,us,573,0.0,12.0,mww,23.0,-17.83,167.13,"Port-Vila, Vanuatu",Oceania,Vanuatu,2,2,2012
"M 6.6 - 45 km NNE of Saryg-Sep, Russia",6.6,0,7,,0,670,us,545,0.0,17.6,mww,15.0,51.84,95.91,"Saryg-Sep, Russia",Asia,Russian Federation,27,12,2011
"M 7.1 - 25 km SSE of Wau, Papua New Guinea",7.1,6,6,,0,834,us,485,0.0,10.6,mww,135.0,-7.55,146.81,"Wau, Papua New Guinea",Oceania,Papua New Guinea,14,12,2011
"M 6.5 - 6 km SSW of Nuevo Balsas, Mexico",6.5,8,7,,0,1400,us,578,0.0,38.6,mww,59.0,17.99,-99.79,"Nuevo Balsas, Mexico",North America,Mexico,11,12,2011
"M 6.9 - 39 km SW of Santiago, Peru",6.9,6,7,,0,847,us,474,0.0,46.5,mww,24.0,-14.44,-75.97,"Santiago, Peru",South America,Peru,28,10,2011
"M 7.1 - 27 km NNE of Van, Turkey",7.1,9,9,,0,1096,us,693,0.0,19.7,mww,18.0,38.72,43.51,"Van, Turkey",Asia,Turkey,23,10,2011
"M 6.5 - 4 km ESE of Finschhafen, Papua New Guinea",6.5,3,6,,0,655,us,423,0.0,12.6,mww,37.0,-6.57,147.88,"Finschhafen, Papua New Guinea",Oceania,Papua New Guinea,14,10,2011
"M 6.9 - 43 km NW of Mangan, India",6.9,8,8,,0,1562,us,383,0.0,13.0,mww,50.0,27.73,88.16,"Mangan, India",Asia,India,18,9,2011
"M 6.7 - 99 km NE of Miyako, Japan",6.7,5,5,,0,712,us,667,0.0,10.9,mwc,30.0,40.27,142.78,"Miyako, Japan",Asia,Japan,16,9,2011
"M 6.7 - 68 km WSW of Kabanjahe, Indonesia",6.7,5,6,,0,915,us,447,0.0,15.3,mww,91.0,2.96,97.89,"Kabanjahe, Indonesia",Asia,Indonesia,5,9,2011
"M 7.0 - 133 km SSE of Isangel, Vanuatu",7.0,7,5,,0,761,us,406,0.0,15.3,mww,185.1,-20.67,169.72,"Isangel, Vanuatu",Oceania,Vanuatu,3,9,2011
"M 7.0 - 64 km ESE of Contamana, Peru",7.0,6,6,,0,913,us,471,0.0,26.9,mww,147.0,-7.64,-74.53,"Contamana, Peru",South America,Peru,24,8,2011
"M 7.1 - 64 km S of Port-Vila, Vanuatu",7.1,5,6,,0,787,us,564,0.0,12.3,mww,28.0,-18.31,168.22,"Port-Vila, Vanuatu",Oceania,Vanuatu,20,8,2011
"M 6.5 - 65 km SSW of Port-Vila, Vanuatu",6.5,0,5,,0,650,us,322,0.0,15.0,mwc,35.0,-18.31,168.16,"Port-Vila, Vanuatu",Oceania,Vanuatu,20,8,2011
"M 7.2 - 71 km SSW of Port-Vila, Vanuatu",7.2,8,6,,0,813,us,280,0.0,18.4,mww,32.0,-18.36,168.14,"Port-Vila, Vanuatu",Oceania,Vanuatu,20,8,2011
"M 6.6 - 103 km NE of Angoram, Papua New Guinea",6.6,3,6,,0,674,us,229,0.0,16.6,mww,10.0,-3.52,144.83,"Angoram, Papua New Guinea",Oceania,Papua New Guinea,31,7,2011
"M 6.7 - 41 km NNE of Miyako, Japan",6.7,6,6,,0,749,us,592,0.0,24.9,mww,33.0,39.96,142.21,"Miyako, Japan",Asia,Japan,22,6,2011
"M 6.8 - 124 km NE of Wé, New Caledonia",6.8,4,5,,0,734,us,519,0.0,12.5,mww,11.0,-20.24,168.23,"Wé, New Caledonia",Europe,France,10,5,2011
"M 6.8 - 79 km W of Kirakira, Solomon Islands",6.8,5,6,,0,719,us,445,0.0,13.0,mww,79.0,-10.38,161.2,"Kirakira, Solomon Islands",Oceania,Solomon Islands,23,4,2011
"M 6.6 - 17 km SSW of Ishikawa, Japan",6.6,7,7,,0,822,us,586,0.0,10.1,mww,11.0,37.0,140.4,"Ishikawa, Japan",Asia,Japan,11,4,2011
"M 7.1 - 29 km ESE of Ishinomaki, Japan",7.1,8,8,,0,1114,us,446,0.0,17.7,mww,42.0,38.28,141.59,"Ishinomaki, Japan",Asia,Japan,7,4,2011
"M 6.6 - 7 km SW of Helio García Alfaro, Mexico",6.6,7,6,,0,897,us,518,0.0,37.2,mww,166.2,17.21,-94.34,"Helio García Alfaro, Mexico",North America,Mexico,7,4,2011
"M 6.9 - 27 km NNW of Tachilek, Myanmar",6.9,7,9,,0,1154,us,335,0.0,18.2,mww,8.0,20.69,99.82,"Tachilek, Myanmar",Asia,Myanmar,24,3,2011
"M 6.6 - 50 km ESE of ?tsuchi, Japan",6.6,6,5,,0,673,us,668,0.0,9.5,ms,25.7,39.24,142.46,"?tsuchi, Japan",Asia,Japan,11,3,2011
"M 6.5 - 81 km NE of Hasaki, Japan",6.5,0,4,,0,650,us,369,0.0,18.7,mb,6.8,36.17,141.56,"Hasaki, Japan",Asia,Japan,11,3,2011
"M 7.7 - 272 km ESE of Kamaishi, Japan",7.7,7,4,,0,931,us,507,0.0,10.8,mwc,18.6,38.06,144.59,"Kamaishi, Japan",Asia,Japan,11,3,2011
"M 7.9 - 47 km E of ?arai, Japan",7.9,8,7,,0,1140,us,163,0.0,48.4,mwc,42.6,36.28,141.11,"?arai, Japan",Asia,Japan,11,3,2011
"M 9.1 - 2011 Great Tohoku Earthquake, Japan",9.1,9,8,,0,2184,official,541,0.0,9.5,mww,29.0,38.3,142.37,"2011 Great Tohoku Earthquake, Japan",Asia,Japan,11,3,2011
"M 7.3 - 120 km SE of ?funato, Japan",7.3,5,5,,0,972,us,550,0.0,17.4,mww,32.0,38.44,142.84,"?funato, Japan",Asia,Japan,9,3,2011
"M 6.7 - 38 km W of Constitución, Chile",6.7,5,6,,0,731,us,358,0.0,33.9,mww,21.0,-35.38,-72.83,"Constitución, Chile",South America,Chile,14,2,2011
"M 6.9 - 21 km N of Tomé, Chile",6.9,7,7,,0,988,us,382,0.0,34.7,mww,26.0,-36.42,-72.96,"Tomé, Chile",South America,Chile,11,2,2011
"M 7.2 - 46 km WSW of Dalbandin, Pakistan",7.2,7,7,,0,1449,us,372,0.0,25.3,mww,68.0,28.78,63.95,"Dalbandin, Pakistan",Asia,Pakistan,18,1,2011
"M 7.0 - 118 km NNE of Tadine, New Caledonia",7.0,2,5,,0,755,us,578,0.0,13.3,mww,9.0,-20.63,168.47,"Tadine, New Caledonia",Europe,France,13,1,2011
"M 7.2 - 42 km NNW of Carahue, Chile",7.2,8,7,,0,1054,us,397,0.0,30.1,mww,24.0,-38.35,-73.33,"Carahue, Chile",South America,Chile,2,1,2011
"M 7.3 - 141 km W of Isangel, Vanuatu",7.3,0,5,,0,820,us,409,0.0,12.0,mwc,16.0,-19.7,167.95,"Isangel, Vanuatu",Oceania,Vanuatu,25,12,2010
"M 6.7 - 111 km SE of Bam, Iran",6.7,3,7,,0,708,us,279,0.0,24.3,mwc,12.0,28.41,59.18,"Bam, Iran",Asia,Iran,20,12,2010
"M 6.6 - 52 km ENE of Kandrian, Papua New Guinea",6.6,0,6,,0,670,us,306,0.0,18.5,mwb,33.0,-6.0,149.98,"Kandrian, Papua New Guinea",Oceania,Papua New Guinea,2,12,2010
"M 7.8 - 215 km SW of Sungai Penuh, Indonesia",7.8,4,7,,0,946,us,379,0.0,23.0,mwc,20.1,-3.49,100.08,"Sungai Penuh, Indonesia",Asia,Indonesia,25,10,2010
"M 6.7 - 97 km SSW of El Huitusi, Mexico",6.7,5,5,,0,776,us,352,0.0,50.3,mwc,13.0,24.7,-109.16,"El Huitusi, Mexico",North America,Mexico,21,10,2010
"M 7.0 - Near the south coast of Papua, Indonesia",7.0,8,5,,0,772,us,271,0.0,15.1,mwc,26.0,-4.96,133.76,"Papua, Indonesia",Asia,Indonesia,29,9,2010
"M 7.0 - 19 km NE of Methven, New Zealand",7.0,8,8,,0,1245,us,365,0.0,15.8,mwc,12.0,-43.52,171.83,"Methven, New Zealand",Oceania,New Zealand,3,9,2010
M 7.1 - Ecuador,7.1,6,5,,0,945,us,672,0.0,12.4,mwc,206.7,-1.27,-77.31,Ecuador,South America,Ecuador,12,8,2010
"M 7.3 - 33 km NW of Port-Vila, Vanuatu",7.3,7,7,,0,850,us,405,0.0,20.2,mwc,25.0,-17.54,168.07,"Port-Vila, Vanuatu",Oceania,Vanuatu,10,8,2010
"M 7.0 - 72 km ESE of Kimbe, Papua New Guinea",7.0,4,6,,0,757,us,396,0.0,12.7,mww,44.0,-5.75,150.76,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea,4,8,2010
"M 6.5 - 118 km ESE of Madang, Papua New Guinea",6.5,5,4,,0,659,us,403,0.0,11.1,mwc,220.0,-5.49,146.82,"Madang, Papua New Guinea",Oceania,Papua New Guinea,4,8,2010
"M 7.6 - 61 km W of Bantogon, Philippines",7.6,5,3,,0,902,us,340,0.0,15.1,mwc,578.0,6.5,123.48,"Bantogon, Philippines",Asia,Philippines,23,7,2010
"M 7.3 - New Britain region, Papua New Guinea",7.3,8,7,,0,831,us,397,0.0,18.2,mwc,35.0,-5.93,150.59,"New Britain region, Papua New Guinea",Oceania,Papua New Guinea,18,7,2010
"M 6.9 - 56 km SE of Kimbe, Papua New Guinea",6.9,4,7,,0,737,us,456,0.0,15.7,mwc,28.0,-5.97,150.43,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea,18,7,2010
"M 6.6 - 30 km SSE of Cañete, Chile",6.6,6,7,,0,753,us,295,0.0,52.8,mwc,22.0,-38.07,-73.31,"Cañete, Chile",South America,Chile,14,7,2010
"M 6.7 - 55 km WSW of Kirakira, Solomon Islands",6.7,5,6,,0,696,us,392,0.0,18.7,mwc,35.0,-10.63,161.45,"Kirakira, Solomon Islands",Oceania,Solomon Islands,26,6,2010
"M 6.6 - 135 km SSE of Biak, Indonesia",6.6,0,7,,0,670,us,309,0.0,25.0,mwc,10.5,-2.33,136.48,"Biak, Indonesia",Asia,Indonesia,16,6,2010
"M 7.0 - 121 km SSE of Biak, Indonesia",7.0,3,7,,0,755,us,307,0.0,18.1,mwc,18.0,-2.17,136.54,"Biak, Indonesia",Asia,Indonesia,16,6,2010
"M 7.5 - Nicobar Islands, India region",7.5,6,5,,0,1144,us,514,0.0,18.6,mwc,35.0,7.88,91.94,"Nicobar Islands, India region",Asia,India,12,6,2010
"M 7.2 - 100 km WNW of Sola, Vanuatu",7.2,5,6,,0,804,us,327,0.0,11.7,mwc,31.0,-13.7,166.64,"Sola, Vanuatu",Oceania,Vanuatu,27,5,2010
"M 7.2 - 45 km SSW of Meulaboh, Indonesia",7.2,5,6,,0,918,us,611,0.0,20.6,mwc,38.0,3.75,96.02,"Meulaboh, Indonesia",Asia,Indonesia,9,5,2010
"M 6.9 - 233 km NNW of Qamdo, China",6.9,6,9,,0,773,us,410,0.0,14.9,mwc,17.0,33.16,96.55,"Qamdo, China",Asia,China,13,4,2010
"M 6.9 - 99 km WSW of Kirakira, Solomon Islands",6.9,4,5,,0,740,us,399,0.0,12.1,mwc,21.0,-10.88,161.12,"Kirakira, Solomon Islands",Oceania,Solomon Islands,11,4,2010
"M 7.8 - 75 km E of Sinabang, Indonesia",7.8,0,7,,0,936,us,352,0.0,19.2,mwc,31.0,2.38,97.05,"Sinabang, Indonesia",Asia,Indonesia,6,4,2010
"M 7.2 - 12km SW of Delta, B.C., MX",7.2,9,9,red,0,2910,ci,10,0.5137,239.0,mw,9.987,32.29,-115.3,"Delta, B.C., MX",North America,Mexico,4,4,2010
"M 6.6 - 217 km N of Bamboo Flat, India",6.6,5,6,,0,701,us,413,0.0,16.7,mwc,34.0,13.67,92.83,"Bamboo Flat, India",Asia,India,30,3,2010
"M 6.7 - 52 km NNW of Tomé, Chile",6.7,5,6,,0,856,us,312,0.0,34.7,mwc,18.0,-36.22,-73.26,"Tomé, Chile",South America,Chile,16,3,2010
"M 6.5 - 59 km ENE of Namie, Japan",6.5,6,5,,0,810,us,491,0.0,27.0,mwc,32.0,37.74,141.59,"Namie, Japan",Asia,Japan,14,3,2010
"M 7.0 - 52 km NW of Santa Cruz, Chile",7.0,7,7,,0,874,us,403,0.0,17.1,mwc,18.0,-34.33,-71.8,"Santa Cruz, Chile",South America,Chile,11,3,2010
"M 6.9 - 61 km NW of Santa Cruz, Chile",6.9,7,7,,0,1280,us,415,0.0,12.5,mwc,11.0,-34.29,-71.89,"Santa Cruz, Chile",South America,Chile,11,3,2010
"M 6.8 - 141 km W of Bengkulu, Indonesia",6.8,4,6,,0,717,us,401,0.0,23.2,mwc,26.0,-3.76,100.99,"Bengkulu, Indonesia",Asia,Indonesia,5,3,2010
"M 6.6 - 23 km WNW of Talcahuano, Chile",6.6,7,7,,0,736,us,255,0.0,27.8,mwb,18.0,-36.66,-73.37,"Talcahuano, Chile",South America,Chile,5,3,2010
"M 6.5 - 48 km NW of Sola, Vanuatu",6.5,0,4,,0,650,us,426,0.0,18.7,mwb,176.0,-13.57,167.23,"Sola, Vanuatu",Oceania,Vanuatu,4,3,2010
"M 7.4 - 124 km W of Lebu, Chile",7.4,0,5,,0,842,us,409,0.0,17.6,mwc,35.0,-37.77,-75.05,"Lebu, Chile",South America,Chile,27,2,2010
"M 8.8 - 36 km WNW of Quirihue, Chile",8.8,8,8,,0,1991,official,454,0.0,17.8,mww,22.9,-36.12,-72.9,"Quirihue, Chile",South America,Chile,27,2,2010
"M 7.0 - 70 km SE of Katsuren-haebaru, Japan",7.0,6,6,,0,1180,us,487,0.0,15.7,mwc,25.0,25.93,128.43,"Katsuren-haebaru, Japan",Asia,Japan,26,2,2010
"M 7.0 - 10 km SE of Léogâne, Haiti",7.0,9,9,,0,1623,us,500,0.0,22.7,mwc,13.0,18.44,-72.57,"Léogâne, Haiti",North America,Haiti,12,1,2010
"M 6.5 - 37 km WNW of Ferndale, California",6.5,7,7,,0,1360,nc,51,0.3225,220.0,mw,28.737,40.65,-124.69,"Ferndale, California",North America,United States,10,1,2010
"M 6.8 - 127 km SE of Gizo, Solomon Islands",6.8,3,6,,0,713,us,338,0.0,15.0,mwc,15.4,-9.02,157.55,"Gizo, Solomon Islands",Oceania,Solomon Islands,5,1,2010
"M 7.1 - 94 km SE of Gizo, Solomon Islands",7.1,5,7,,0,780,us,377,0.0,15.0,mwc,10.0,-8.78,157.35,"Gizo, Solomon Islands",Oceania,Solomon Islands,3,1,2010
"M 6.6 - 98 km SE of Gizo, Solomon Islands",6.6,5,7,,0,672,us,282,0.0,16.6,mwc,10.0,-8.73,157.49,"Gizo, Solomon Islands",Oceania,Solomon Islands,3,1,2010
"M 6.5 - 92 km N of Iquique, Chile",6.5,6,7,,0,698,us,390,0.0,17.7,mwc,27.0,-19.39,-70.32,"Iquique, Chile",South America,Chile,13,11,2009
"M 7.3 - 77 km ENE of Ba, Fiji",7.3,0,4,,0,820,us,430,0.0,15.0,mwc,595.0,-17.24,178.33,"Ba, Fiji",Oceania,Fiji,9,11,2009
"M 6.6 - 29 km NNW of Bima, Indonesia",6.6,7,6,,0,677,us,305,0.0,20.4,mwc,18.0,-8.21,118.63,"Bima, Indonesia",Asia,Indonesia,8,11,2009
"M 6.8 - 98 km NNE of Naze, Japan",6.8,0,6,,0,711,us,424,0.0,21.4,mwc,34.0,29.22,129.78,"Naze, Japan",Asia,Japan,30,10,2009
"M 6.9 - 268 km WSW of Tual, Indonesia",6.9,4,6,,0,972,us,397,0.0,11.0,mwc,130.0,-6.13,130.38,"Tual, Indonesia",Asia,Indonesia,24,10,2009
"M 6.8 - 188 km WNW of Sola, Vanuatu",6.8,0,5,,0,711,us,174,0.0,30.2,mwc,35.0,-13.3,165.91,"Sola, Vanuatu",Oceania,Vanuatu,8,10,2009
"M 7.4 - 143 km NW of Sola, Vanuatu",7.4,0,7,,0,842,us,314,0.0,20.2,mwc,31.1,-13.09,166.5,"Sola, Vanuatu",Oceania,Vanuatu,7,10,2009
"M 7.8 - 196 km NW of Sola, Vanuatu",7.8,0,6,,0,936,us,195,0.0,20.3,mwc,35.0,-12.52,166.38,"Sola, Vanuatu",Oceania,Vanuatu,7,10,2009
"M 7.7 - 148 km NW of Sola, Vanuatu",7.7,4,7,,0,916,us,283,0.0,23.2,mww,45.0,-13.01,166.51,"Sola, Vanuatu",Oceania,Vanuatu,7,10,2009
"M 6.6 - 49 km SSE of Sungai Penuh, Indonesia",6.6,7,7,,0,787,us,417,0.0,30.1,mwc,9.0,-2.48,101.52,"Sungai Penuh, Indonesia",Asia,Indonesia,1,10,2009
"M 7.6 - 30 km WSW of Pariaman, Indonesia",7.6,8,8,,0,1639,us,498,0.0,14.0,mwc,81.0,-0.72,99.87,"Pariaman, Indonesia",Asia,Indonesia,30,9,2009
"M 8.1 - 168 km SSW of Matavai, Samoa",8.1,7,6,,0,1055,us,520,0.0,20.8,mwc,18.0,-15.49,-172.1,"Matavai, Samoa",Oceania,Samoa,29,9,2009
"M 7.0 - 66 km SSW of Banjar, Indonesia",7.0,7,7,,0,1175,us,312,0.0,16.3,mwc,46.0,-7.78,107.3,"Banjar, Indonesia",Asia,Indonesia,2,9,2009
"M 6.7 - 112 km WSW of Padang, Indonesia",6.7,5,6,,0,753,us,369,0.0,14.9,mwc,20.0,-1.48,99.49,"Padang, Indonesia",Asia,Indonesia,16,8,2009
"M 6.6 - 244 km SSE of Tateyama, Japan",6.6,4,5,,0,703,us,336,0.0,14.1,mwc,53.0,32.82,140.4,"Tateyama, Japan",Asia,Japan,12,8,2009
"M 7.5 - 266 km N of Bamboo Flat, India",7.5,7,6,,0,1248,us,303,0.0,18.2,mwc,24.0,14.1,92.9,"Bamboo Flat, India",Asia,India,10,8,2009
"M 7.1 - 161 km S of ?yama, Japan",7.1,5,4,,0,1005,us,447,0.0,14.2,mwc,292.0,33.17,137.94,"?yama, Japan",Asia,Japan,9,8,2009
"M 6.9 - 96 km WNW of Bahía de Kino, Mexico",6.9,5,7,,0,1202,us,243,0.0,35.0,mwc,10.0,29.04,-112.9,"Bahía de Kino, Mexico",North America,Mexico,3,8,2009
"M 7.8 - 97 km WSW of Te Anau, New Zealand",7.8,6,8,,0,1165,us,434,0.0,16.8,mwc,12.0,-45.76,166.56,"Te Anau, New Zealand",Oceania,New Zealand,15,7,2009
"M 6.7 - 190 km ESE of Kokopo, Papua New Guinea",6.7,5,5,,0,693,us,269,0.0,13.8,mwc,64.0,-5.16,153.78,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,23,6,2009
"M 7.3 - 46 km NW of Guanaja, Honduras",7.3,7,8,,0,1560,us,464,0.0,27.2,mwc,19.0,16.73,-86.22,"Guanaja, Honduras",North America,Honduras,28,5,2009
"M 7.6 - 191 km S of ‘Ohonua, Tonga",7.6,7,5,,0,916,us,504,0.0,14.0,mwc,31.0,-23.04,-174.66,"‘Ohonua, Tonga",Oceania,Tonga,19,3,2009
"M 7.2 - 196 km SSE of Sarangani, Philippines",7.2,3,7,,0,802,us,432,0.0,18.6,mwc,20.0,3.89,126.39,"Sarangani, Philippines",Asia,Indonesia,11,2,2009
"M 7.4 - 86 km WNW of Manokwari, Indonesia",7.4,7,7,,0,846,us,314,0.0,21.1,mwc,23.0,-0.69,133.3,"Manokwari, Indonesia",Asia,Indonesia,3,1,2009
"M 6.6 - 50 km S of Jurm, Afghanistan",6.6,5,4,,0,765,us,344,0.0,22.6,mwc,204.8,36.42,70.74,"Jurm, Afghanistan",Asia,Afghanistan,3,1,2009
"M 7.7 - 140 km WNW of Manokwari, Indonesia",7.7,5,7,,0,918,us,288,0.0,29.8,mwc,17.0,-0.41,132.88,"Manokwari, Indonesia",Asia,Indonesia,3,1,2009
"M 7.4 - 135 km NW of Gorontalo, Indonesia",7.4,9,7,,0,848,us,365,0.0,33.7,mww,30.0,1.27,122.09,"Gorontalo, Indonesia",Asia,Indonesia,16,11,2008
"M 6.7 - 19 km SW of Brisas Barra de Suchiate, Mexico",6.7,5,6,,0,731,us,481,0.0,28.6,mwc,24.0,14.42,-92.36,"Brisas Barra de Suchiate, Mexico",North America,Mexico,16,10,2008
"M 6.7 - 131 km SE of Nookat, Kyrgyzstan",6.7,0,6,,0,691,us,529,0.0,22.3,mwc,27.4,39.53,73.82,"Nookat, Kyrgyzstan",Asia,Kyrgyzstan,5,10,2008
"M 6.8 - 122 km SSE of Obihiro, Japan",6.8,0,6,,0,711,us,500,0.0,22.2,mwc,25.0,41.89,143.75,"Obihiro, Japan",Asia,Japan,11,9,2008
"M 6.6 - 73 km WNW of Tobelo, Indonesia",6.6,0,6,,0,670,us,463,0.0,14.1,mwc,96.0,1.88,127.36,"Tobelo, Indonesia",Asia,Indonesia,11,9,2008
"M 6.9 - 75 km WNW of Sola, Vanuatu",6.9,0,6,,0,732,us,531,0.0,14.9,mwc,110.0,-13.5,166.97,"Sola, Vanuatu",Oceania,Vanuatu,8,9,2008
"M 6.7 - 221 km NE of Jumla, Nepal",6.7,4,7,,0,692,us,325,0.0,28.0,mwc,12.0,30.9,83.52,"Jumla, Nepal",Asia,China,25,8,2008
"M 6.8 - 29 km ENE of Morioka, Japan",6.8,8,7,,0,1046,us,633,0.0,20.2,mwc,108.0,39.8,141.46,"Morioka, Japan",Asia,Japan,23,7,2008
"M 7.0 - 107 km E of Namie, Japan",7.0,5,5,,0,840,us,577,0.0,18.2,mwc,22.0,37.55,142.21,"Namie, Japan",Asia,Japan,19,7,2008
"M 6.9 - 151 km E of Namie, Japan",6.9,5,5,,0,825,duputel,0,0.0,0.0,mww,25.5,37.55,142.71,"Namie, Japan",Asia,Japan,19,7,2008
